polarity,tau,depth_m,radius_m,radius_over_R,axis_x_km,axis_y_km,axis_tilt_km,buoyancy_source,curved_tube_mode,F_n_classic,F_z_ordinary,F_z_tilted,F_z_tilt_correction,divF_classic,divF_tilted,divF_jacobian,divF_jacobian_correction,divF_christoffel_qg_approx,divF_curved_total,divF_curved_tube_qg_approx,divF_scale_upper_bound,epsilon_tilt,epsilon_curvature,jacobian_mean,jacobian_min,jacobian_max,metric_valid_fraction,metric_invalid_or_large_curvature,pv_flux_proxy
anticyclonic,0.5,1.5558552742004395,2604.3822167148437,0.03125,1.6314471274400382,0.6532731224004288,1.7573802952358257,thermal_wind,scale_audit,0.0007327807325814865,0.0,0.0,0.0,1.565538312254254e-06,1.565538312254254e-06,1.565538312254254e-06,0.0,4.6681622329966104e-08,1.6122199345842201e-06,1.565538312254254e-06,2.5432959051186883e-08,1372.634454609835,0.16591154985102274,1.0,0.8342313402952719,1.165768659704728,1.0,False,-1.645621879666853e-09
anticyclonic,0.5,1.5558552742004395,7813.146650144531,0.09375,1.6314471274400382,0.6532731224004288,1.7573802952358257,thermal_wind,scale_audit,0.0029624336708743287,-0.0520026366396905,-0.023670813319350757,-0.028331823320339747,0.025558702685179815,0.010319911615888843,0.010319911615888843,0.0,1.8872113260149386e-07,0.010320100337021444,0.010319911615888843,1.0281855252631894e-07,1372.634454609835,0.49773464955306823,1.0,0.5026940208858157,1.4973059791141845,1.0,False,9.795104748056236e-06
anticyclonic,0.5,1.5558552742004395,13021.911083574218,0.15625,1.6314471274400382,0.6532731224004288,1.7573802952358257,thermal_wind,scale_audit,0.00718018467468149,-0.10366980918960926,-0.04743866532553456,-0.056231143864074684,0.051242591862204305,0.020820601259005266,0.020820601259005266,0.0,4.5741195741062825e-07,0.020821058670962678,0.020820601259005266,2.492059830337133e-07,1372.634454609835,0.8295577492551137,1.0,0.17115670147635953,1.8288432985236405,1.0,False,1.968397862661578e-05
anticyclonic,0.5,1.5558552742004395,18230.675517003907,0.21875,1.6314471274400382,0.6532731224004288,1.7573802952358257,thermal_wind,scale_audit,0.012640412521806303,-0.15512003817085457,-0.07146498159620404,-0.08365505657465053,0.07724438833637845,0.03156079745910451,0.03156079745910452,6.938893903907228e-18,8.05254474089654e-07,0.03156160271357861,0.03156079745910451,4.387166307234479e-07,1372.634454609835,1.1613808489571593,1.0,-0.16038061793309677,2.1603806179330967,0.0,True,2.966741083291836e-05
anticyclonic,0.5,1.5558552742004395,23439.439950433592,0.28125,1.6314471274400382,0.6532731224004288,1.7573802952358257,thermal_wind,scale_audit,0.019868070997184843,-0.20557125899499096,-0.09550677058358148,-0.1100644884114095,0.10276482737528153,0.04221041645480328,0.04221041645480328,0.0,1.2656907386854623e-06,0.04221168214554197,0.04221041645480328,6.895703088662817e-07,1372.634454609835,1.4932039486592048,1.0,-0.49191793734255296,2.491917937342553,0.0,True,3.959616200216153e-05
anticyclonic,0.5,1.5558552742004395,28648.20438386328,0.34375,1.6314471274400382,0.6532731224004288,1.7573802952358257,thermal_wind,scale_audit,0.030826153648424507,-0.252977068466145,-0.11875621640466141,-0.13422085206148357,0.1269358068483487,0.052562211988455024,0.05256221198845504,1.3877787807814457e-17,1.9637727883917016e-06,0.05256417576124343,0.052562211988455024,1.069897540406186e-06,1372.634454609835,1.8250270483612503,1.0,-0.8234552567520093,2.823455256752009,0.0,True,4.927981653586734e-05
anticyclonic,0.5,1.5558552742004395,33856.96881729297,0.40625,1.6314471274400382,0.6532731224004288,1.7573802952358257,thermal_wind,scale_audit,0.04203861110956144,-0.2951805363248796,-0.1402221921987598,-0.15495834412611975,0.1486897389135476,0.0621802279218973,0.06218022792189731,1.3877787807814457e-17,2.6780597248777127e-06,0.06218290598162219,0.0621802279218973,1.459053475862717e-06,1372.634454609835,2.156850148063296,1.0,-1.1549925761614654,3.1549925761614652,0.0,True,5.8312106711532765e-05
anticyclonic,0.5,1.5558552742004395,39065.73325072265,0.46874999999999994,1.6314471274400382,0.6532731224004288,1.7573802952358257,thermal_wind,scale_audit,0.051684908964734676,-0.32962074908271244,-0.15879684303450767,-0.17082390604820472,0.16726408569430484,0.07063885861400701,0.07063885861400702,1.3877787807814457e-17,3.2925748360641062e-06,0.0706421511888431,0.07063885861400701,1.7938519871198224e-06,1372.634454609835,2.488673247765341,1.0,-1.4865298955709216,3.4865298955709214,0.0,True,6.608630680057853e-05
anticyclonic,0.5,1.5558552742004395,44274.497684152346,0.53125,1.6314471274400382,0.6532731224004288,1.7573802952358257,thermal_wind,scale_audit,0.056735430202860884,-0.35544753217016467,-0.17404188701516585,-0.18140564515499882,0.18211916444252518,0.07765346710986878,0.07765346710986881,2.7755575615628914e-17,3.614317090636094e-06,0.07765708142695944,0.07765346710986878,1.969142758458614e-06,1372.634454609835,2.8204963474673868,0.9999999999999998,-1.818067214980378,3.818067214980378,0.0,True,7.239670045592262e-05
anticyclonic,0.5,1.5558552742004395,49483.26211758203,0.59375,1.6314471274400382,0.6532731224004288,1.7573802952358257,thermal_wind,scale_audit,0.061131131337037015,-0.37017884618787633,-0.18458828553493825,-0.1855905606529381,0.19111051441124816,0.08233124243937477,0.08233124243937479,1.3877787807814457e-17,3.894344186187758e-06,0.08233513678356097,0.08233124243937477,2.1217063862615943e-06,1372.634454609835,3.1523194471694325,1.0,-2.149604534389834,4.149604534389834,0.0,True,7.680510123533479e-05
