polarity,tau,depth_m,radius_m,radius_over_R,axis_x_km,axis_y_km,axis_tilt_km,buoyancy_source,F_n_classic,F_z_ordinary,F_z_tilted,F_z_tilt_correction,divF_classic,divF_tilted,divF_curved_tube_qg_approx,divF_curvature_sensitivity_upper,curvature_radius_product,pv_flux_proxy
anticyclonic,0.5,0.5057600140571594,174493.60851989454,2.09375,0.0,0.0,0.0,streamfunction_dz,-0.17602172744784705,0.9298700609793656,0.6986312701754088,0.2312387908039566,-0.1919990733302104,-0.15045377766669044,-0.15045377766669044,-4.8077329416862505e-06,4.765994982314682,-0.00014943867136445733
anticyclonic,0.5,0.5057600140571594,179702.37295332423,2.15625,0.0,0.0,0.0,streamfunction_dz,-0.07713167590396112,0.9448407926263773,0.7254051605914846,0.21943563203489297,-0.1971696408339992,-0.15762081734880629,-0.15762081734880629,-2.1067200309167125e-06,4.908263489249449,-0.00015658086174880363
anticyclonic,0.5,0.5057600140571594,184911.1373867539,2.21875,0.0,0.0,0.0,streamfunction_dz,0.02951301016747859,0.9459932372179337,0.7439405934847492,0.20205264373318474,-0.19871630872306784,-0.16241199205542517,-0.16241199205542517,8.060974815313547e-07,5.050531996184215,-0.00016069871971397751
anticyclonic,0.5,0.5057600140571594,190119.9018201836,2.28125,0.0,0.0,0.0,streamfunction_dz,0.15318547121196438,0.9432838146368985,0.7601614131638414,0.1831224014730573,-0.20041719859767035,-0.16737051431367805,-0.16737051431367805,4.183999593752992e-06,5.192800503118981,-0.00016382095994293792
anticyclonic,0.5,0.5057600140571594,195328.66625361328,2.34375,0.0,0.0,0.0,streamfunction_dz,0.2838024101180148,0.9284921436003807,0.7714375043534853,0.15705463924689542,-0.19700277702867394,-0.1705901009248395,-0.1705901009248395,7.751578261601816e-06,5.335069010053748,-0.0001668669620596541
anticyclonic,0.5,0.5057600140571594,200537.43068704297,2.40625,0.0,0.0,0.0,streamfunction_dz,0.4183837167985906,0.9098637431175903,0.7810203835281977,0.1288433595893926,-0.19752585804352826,-0.1773567221237377,-0.1773567221237377,1.1427436866358953e-05,5.477337516988515,-0.0001699929380106438
anticyclonic,0.5,0.5057600140571594,205746.19512047266,2.46875,0.0,0.0,0.0,streamfunction_dz,0.5293690627105272,0.910100072876264,0.7950162409905894,0.11508383188567453,-0.19945754465874396,-0.18239010540732586,-0.18239010540732586,1.4458812091007604e-05,5.619606023923281,-0.00017498991538207368
anticyclonic,0.5,1.5558552742004395,2604.3822167148437,0.03125,1.6314471274400382,0.6532731224004288,1.7573802952358257,streamfunction_dz,0.0007327807325814865,-0.027835265485943502,0.0,-0.027835265485943506,0.015175728784728466,1.565538312254254e-06,1.565538312254254e-06,2.5432959051186883e-08,0.09039149547232705,-1.645621879666853e-09
anticyclonic,0.5,1.5558552742004395,7813.146650144531,0.09375,1.6314471274400382,0.6532731224004288,1.7573802952358257,streamfunction_dz,0.0029624336708743287,-0.06618449211110922,-0.023670813319350788,-0.04251367879175843,0.0332011096851087,0.010319911615888844,0.010319911615888844,1.0281855252631894e-07,0.27117448641698116,9.795104748056236e-06
anticyclonic,0.5,1.5558552742004395,13021.911083574218,0.15625,1.6314471274400382,0.6532731224004288,1.7573802952358257,streamfunction_dz,0.00718018467468149,-0.11804075513720176,-0.04743866532553467,-0.07060208981166712,0.05894651516957052,0.020820601259005037,0.020820601259005037,2.492059830337133e-07,0.4519574773616352,1.968397862661578e-05
anticyclonic,0.5,1.5558552742004395,18230.675517003907,0.21875,1.6314471274400382,0.6532731224004288,1.7573802952358257,streamfunction_dz,0.012640412521806303,-0.1696852059318266,-0.07146498159620371,-0.09822022433562284,0.08505203614867012,0.03156079745910463,0.03156079745910463,4.387166307234479e-07,0.6327404683062894,2.966741083291836e-05
anticyclonic,0.5,1.5558552742004395,23439.439950433592,0.28125,1.6314471274400382,0.6532731224004288,1.7573802952358257,streamfunction_dz,0.019868070997184843,-0.22033657972629994,-0.0955067705835817,-0.12482980914271827,0.11066127392179238,0.0422104164548032,0.0422104164548032,6.895703088662817e-07,0.8135234592509435,3.959616200216153e-05
anticyclonic,0.5,1.5558552742004395,28648.20438386328,0.34375,1.6314471274400382,0.6532731224004288,1.7573802952358257,streamfunction_dz,0.030826153648424507,-0.26788284472493495,-0.11875621640466155,-0.14912662832027346,0.1348818046046199,0.05256221198845479,0.05256221198845479,1.069897540406186e-06,0.9943064501955976,4.927981653586734e-05
anticyclonic,0.5,1.5558552742004395,33856.96881729297,0.40625,1.6314471274400382,0.6532731224004288,1.7573802952358257,streamfunction_dz,0.04203861110956144,-0.31006969384784305,-0.1402221921987598,-0.16984750164908322,0.15660809344500104,0.06218022792189722,0.06218022792189722,1.459053475862717e-06,1.1750894411402517,5.8312106711532765e-05
anticyclonic,0.5,1.5558552742004395,39065.73325072265,0.46874999999999994,1.6314471274400382,0.6532731224004288,1.7573802952358257,streamfunction_dz,0.051684908964734676,-0.34423000034894724,-0.15879684303450792,-0.18543315731443938,0.1750655285655969,0.0706388586140071,0.0706388586140071,1.7938519871198224e-06,1.3558724320849058,6.608630680057853e-05
